,equity
2016-07-01,1.4967396001983846
2016-07-04,1.5125691250113915
2016-07-05,1.507940540928779
2016-07-06,1.5209472662480361
2016-07-07,1.5268483345898096
2016-07-08,1.5195427556809022
2016-07-11,1.5398926506263577
2016-07-12,1.5386118691466308
2016-07-13,1.534931855921583
2016-07-14,1.528714047858777
2016-07-15,1.5352941090671388
2016-07-18,1.532748391522149
2016-07-19,1.5408636036828496
2016-07-20,1.5375310095983277
2016-07-21,1.5354554288718372
2016-07-22,1.536049451272588
2016-07-25,1.5355916611454599
2016-07-26,1.5380106996480285
2016-07-27,1.5397650652834431
2016-07-28,1.5533969827891938
2016-07-29,1.5535275671746975
2016-08-01,1.5613187711640522
2016-08-02,1.5694259264739734
2016-08-03,1.5625395448363937
2016-08-04,1.5553039451336512
2016-08-05,1.5699164868271216
2016-08-08,1.5632144790874525
2016-08-09,1.5662218921026532
2016-08-10,1.580006406317446
2016-08-11,1.5696435671164803
2016-08-12,1.572498383422638
2016-08-15,1.5695344985359387
2016-08-16,1.5752226153432918
2016-08-17,1.5659387110081062
2016-08-18,1.570809558239263
2016-08-19,1.5717031261699805
2016-08-22,1.564892546368346
2016-08-23,1.5716048154919204
2016-08-24,1.5742962771865543
2016-08-25,1.5634976601819992
2016-08-26,1.5656442754925024
2016-08-29,1.5600324570396706
2016-08-30,1.568335737187136
2016-08-31,1.5598363322021267
2016-09-01,1.5555973876121032
2016-09-02,1.5570358019269515
2016-09-05,1.5688042852167454
2016-09-06,1.5729776893547287
2016-09-07,1.5894971933926567
2016-09-08,1.5863371836684137
2016-09-09,1.5807688933440835
2016-09-12,1.5513809518641946
2016-09-13,1.5634433741510165
2016-09-14,1.5532659018851134
2016-09-19,1.567921475188509
2016-09-20,1.5641295628231324
2016-09-21,1.5654916787834594
2016-09-22,1.584135785808352
2016-09-23,1.6063101399090367
2016-09-26,1.592918371887908
2016-09-27,1.581596920822761
2016-09-28,1.5773579762327374
2016-09-29,1.5754510138882798
2016-09-30,1.5704823524976392
2016-10-10,1.547075473784979
2016-10-11,1.5558519485425006
2016-10-12,1.5525078829722163
2016-10-13,1.55341834115792
2016-10-14,1.550110568539412
2016-10-17,1.5447961256235858
2016-10-18,1.5470845612010602
2016-10-19,1.5503763319271942
2016-10-20,1.5599613004913828
2016-10-21,1.5545785608390317
2016-10-24,1.5623586149241873
2016-10-25,1.574933297874951
2016-10-26,1.5745906594165877
2016-10-27,1.5656300945909183
2016-10-28,1.565468920891438
2016-10-31,1.5681319987120244
2016-11-01,1.572495401323342
2016-11-02,1.5711494277163198
2016-11-03,1.5655489303533092
2016-11-04,1.5616167539962817
2016-11-07,1.570436436181873
2016-11-08,1.5663590880177394
2016-11-09,1.5664711012643588
2016-11-10,1.5772607667845886
2016-11-11,1.5544230374255585
2016-11-14,1.536228590100138
2016-11-15,1.5373647955408856
2016-11-16,1.5544039648234684
2016-11-17,1.5546098511178248
2016-11-18,1.5544535209861636
2016-11-21,1.5588477180967515
2016-11-22,1.5712556683590124
2016-11-23,1.5725539094106789
2016-11-24,1.5652137288388006
2016-11-25,1.5675166232809017
2016-11-28,1.5785517453872284
2016-11-29,1.5678895060054145
2016-11-30,1.560725483420625
2016-12-01,1.5461175809072842
2016-12-02,1.5389633207879747
2016-12-05,1.5377950790855266
2016-12-06,1.5436265251322867
2016-12-07,1.5415796615366326
2016-12-08,1.5626112663358582
2016-12-09,1.5537062707404565
2016-12-12,1.5539828739290584
2016-12-13,1.5542757478934606
2016-12-14,1.5639178096326072
2016-12-15,1.5568855803317985
2016-12-16,1.5568725637111585
2016-12-19,1.5579057579744653
2016-12-20,1.5545328261511022
2016-12-21,1.566198972399783
2016-12-22,1.5583043919815682
2016-12-23,1.5581332102733207
2016-12-26,1.5721394055150872
2016-12-27,1.5568040490794286
2016-12-28,1.5606823301698318
2016-12-29,1.556211534743417
2016-12-30,1.5550591833774936
2017-01-03,1.5520817912444453
2017-01-04,1.5569657392070657
2017-01-05,1.5567812368219385
2017-01-06,1.5549839294939223
2017-01-09,1.5609922759796548
2017-01-10,1.5641825512501941
2017-01-11,1.5688819968276873
2017-01-12,1.5683178859294125
2017-01-13,1.571440531177883
2017-01-16,1.5827484387532502
2017-01-17,1.5775016189005284
2017-01-18,1.5769812187575605
2017-01-19,1.5784724856795522
2017-01-20,1.5778106500620956
2017-01-23,1.5755250631600712
2017-01-24,1.5846422662947202
2017-01-25,1.5927520115848406
2017-01-26,1.6133361947262015
2017-02-03,1.6011142804903873
2017-02-06,1.6018305623245652
2017-02-07,1.5997187709051568
2017-02-08,1.607898483008051
2017-02-09,1.613295540287256
2017-02-10,1.6260428783648204
2017-02-13,1.6333573212416277
2017-02-14,1.6335080442107703
2017-02-15,1.6534996579299368
2017-02-16,1.6590632252411244
2017-02-17,1.6459890736540896
2017-02-20,1.657863926970888
2017-02-21,1.6589335727414336
2017-02-22,1.672777892898889
2017-02-23,1.6731137341951838
2017-02-24,1.668999037030852
2017-02-27,1.6637328530511635
2017-02-28,1.6635458399545122
2017-03-01,1.6547442722627146
2017-03-02,1.6741365699591138
2017-03-03,1.6634576063410627
2017-03-06,1.681951045958617
2017-03-07,1.6686499149377185
2017-03-08,1.657764838508378
2017-03-09,1.6527977424376499
2017-03-10,1.6545210517616524
2017-03-13,1.6666046056294523
2017-03-14,1.6705984367876483
2017-03-15,1.668940980452447
2017-03-16,1.6889739972073632
2017-03-17,1.6858184440740867
2017-03-20,1.687756420054265
2017-03-21,1.6889739972073632
